azimuth,elevation,response
5,-58,-3.158664628477952
5,-57,-3.599305977828908
5,-56,-4.007104477731296
5,-55,-4.297915725274871
5,-54,-4.55002741579986
5,-53,-4.866955020112851
5,-52,-5.197807983183141
5,-51,-5.434797434608335
5,-50,-5.519886192879677
5,-49,-5.4043377665740095
5,-48,-5.107199434381425
5,-47,-4.693895760932819
5,-46,-4.280688273627143
5,-45,-3.918830222095097
5,-44,-3.4917196190469246
5,-43,-2.911591354037334
5,-42,-2.2689271528617327
5,-41,-1.6720048627589257
5,-40,-1.1562782913309861
5,-39,-0.7227320049125493
5,-38,-0.3526452083069567
5,-37,-0.042358871009332874
5,-36,0.20443491590776683
5,-35,0.38159788666832384
5,-34,0.4927135476733311
5,-33,0.5523570692443592
5,-32,0.572225666873508
5,-31,0.5667354131672377
5,-30,0.5408534172226124
5,-29,0.4919213898123383
5,-28,0.4236278346049998
5,-27,0.355540327206893
5,-26,0.35800372940022707
5,-25,0.49801789510938915
5,-24,0.722925476123485
5,-23,0.9633418015812932
5,-22,1.2620237988226493
5,-21,1.6851008459908465
5,-20,2.268242546306706
5,-19,3.115662660953044
5,-18,4.259196719057057
5,-17,5.602818700219737
5,-16,6.951495771898743
5,-15,8.180958147166807
5,-14,9.327008487927005
5,-13,10.437403215794188
5,-12,11.41488042266134
5,-11,12.139718558821995
5,-10,12.55035456917647
5,-9,12.554538790165743
5,-8,12.15964802554599
5,-7,11.478395086934146
5,-6,10.707146903572683
5,-5,9.967976436383363
5,-4,9.383797180486875
5,-3,8.957958985897484
5,-2,8.605421759749284
5,-1,8.216852611482786
5,0,7.800715386304399
5,1,7.349561725596241
5,2,6.848343079799713
5,3,6.332639659087324
5,4,5.974513056955827
5,5,5.873704193361182
5,6,6.034948430379772
5,7,6.33438603421386
5,8,6.642797169994032
5,9,6.759904739422958
5,10,6.586788221886961
5,11,6.149987103373528
5,12,5.549788112990701
5,13,4.821105262897272
5,14,4.016234512564358
5,15,3.146614364825231
5,16,2.2028493252768846
5,17,1.1622474593481376
5,18,0.01411913751486582
5,19,-1.21172602089673
5,20,-2.4755176346432677
5,21,-3.892010047694101
5,22,-5.514650593658344
5,23,-7.199495333868256
5,24,-8.761562417091955
5,25,-10.133093504717044
5,26,-11.458306164635244
5,27,-12.854516095033096
5,28,-14.20204057562388
5,29,-15.212050154936414
5,30,-15.703842883896225
5,31,-15.530212785218106
5,32,-14.743944982946314
5,33,-13.531527534710792
5,34,-12.312922677250091
5,35,-11.349910239532353
5,36,-10.532799004558191
5,37,-9.62840868891227
5,38,-8.698336251109975
5,39,-7.967526111754159
5,40,-7.626501501867558
5,41,-7.71363119484286
5,42,-8.088025696725783
5,43,-8.63627954305679
